school_number,name,motto,spirit,source_url
,産業技術高専（品川）,在校生・保護者の方 ／ 地域・企業の方 ／ 都立産技高専の特徴 ／ 使命 教育理念 学習・教育到達目標,環境・クリーンエネルギー、エレクトロニクス、情報・制御、システム工学の3分野に関する専門知識を体系的に学習するとともに、電気電子工学と情報処理技術の複合をするうえで必要な工学的な考え方や、他分野との連携に必要な知識を学習するために、電気電子・ディジタル回路（または、ディジタル・アナログ全般にわたる回路論）、電磁気学、情報工学、制御工学の基礎科目を配置する。,https://www.metro-cit.ac.jp/information/philosophy.html
,産業技術高専（荒川）,在校生・保護者の方 ／ 地域・企業の方 ／ 都立産技高専の特徴 ／ 使命 教育理念 学習・教育到達目標,環境・クリーンエネルギー、エレクトロニクス、情報・制御、システム工学の3分野に関する専門知識を体系的に学習するとともに、電気電子工学と情報処理技術の複合をするうえで必要な工学的な考え方や、他分野との連携に必要な知識を学習するために、電気電子・ディジタル回路（または、ディジタル・アナログ全般にわたる回路論）、電磁気学、情報工学、制御工学の基礎科目を配置する。,https://www.metro-cit.ac.jp/information/philosophy.html
401260,田園調布,恵まれた環境の伝統校 ／ 詳しくはこちら ／ 特色ある指定校 ／ 詳しくはこちら,頭髪については加工することは禁止しています。また、服装はTPOをわきまえたものを着用するよう指導しています。挨拶励行、時間厳守を徹底し、規律正しい生活の中で、人間性や社会性がより一層高まる指導を行っています。,https://www.metro.ed.jp/den-enchofu-h/our_school/feature.html
411040,神津,本文へ移動します ／ 東京都立神津高等学校 ／ 在校生・保護者の方へ ／ 卒業生の方へ,教育改革が進む中で、日本を取り巻く環境の変化に対して、今まで行ってきた暗記を中心とする学力だけではなく、AIの普及等の変化を世の中に活かそうとする「志」を持った新しい学力を学び、主体性を持って、「多様な人々と協力」してより「豊かな心」で新しい日本を「創造」していく力を育成していく。,https://www.metro.ed.jp/kouzu-h/our_school/education.html
406780,科学技術,科学技術への興味と関心を伸ばし、創造性や問題解決能力を育てる。 ／ 基礎的な知識と技能を身に付け、進路実現に必要な学力を育てる。 ／ 人間としての在り方・生き方について深く学び、 望ましい職業観・倫理観を育てる。 ／ 人を理解し尊敬できるよ,人間としての在り方・生き方について深く学び、 望ましい職業観・倫理観を育てる。 人を理解し尊敬できるよう他者と積極的に関わらせ、責任感のある豊かな人間性を育てる。,https://www.metro.ed.jp/kagakugijyutu-h/our_school/education.html
406640,第三商業,特別活動の指導 ／ 部活動の活性化を図るため、年間指導計画に基づく計画的・継続的な指導を推進する。 ／ 総合的な探求の時間 ／ 学校週５日制への対応,地域経済研究、ビジネスプラン研究など、１１講座程度設置し、調査研究・資格取得・企業研究の分野で自ら課題を見つけ、考え、学び、問題解決する力を育成する。また、情報の収集・調べ方・まとめ方・報告発表・討論等を通して、プレゼンテーション能力やコミュニケーション能力等を身に付けさせるとともに、主体的に自己の在り方・生き方を考えさせ多観点から評価する。,https://www.metro.ed.jp/daisansyogyo-h/our_school/education.html
410610,第五商業,本文へ移動します ／ 東京都立第五商業高等学校 全日制 ／ 在校生・保護者の方へ ／ 卒業生の方へ,知性と感性に富む創造力豊かな人間を育てる　明朗にしてたくましい心豊かな人間を育てる　平和を愛し、国際社会に貢献できる人間を育てる,https://www.metro.ed.jp/daigosyogyo-h/our_school/education.html
403630,第四商業,互いの人格を尊重し、思いやりや規範意識を持つ ／ 専門性の高い技能を習得し、進んで社会に貢献する ／ 自立と協調の精神を重んじ、実践的に行動する ／ グランドデザイン,生徒が本校での学習や生活に喜びと誇りを抱くとともに、自らの夢や将来への希望を自己実現することを通じて、以下のような、ビジネス社会で活躍できる産業人を育成する。,https://www.metro.ed.jp/daiyonsyogyo-h/our_school/education.html
402940,総合芸術,本文へ移動します ／ 東京都立総合芸術高等学校 ／ 在校生・保護者の方へ ／ 卒業生の方へ,美術・舞台表現・音楽の芸術に関する専門教育を通して、我が国の芸術文化を支え、国内外での芸術文化活動により社会貢献できる心豊かな人間の育成を図る。,https://www.metro.ed.jp/sogo-geijutsu-h/our_school/education.html
401610,芝商業,基礎学力を身に付けさせるとともに、実践的学習を通して社会人基礎力を育成する学校。 ／ 国際社会に通用する英語、会計、ＩＣＴをツールとして活用できる生徒を育成する学校。 ／ 激変する社会の中で生徒に明確な将来の目標をもたせ、その実現に向けて支,各種資格の取得や検定試験の受験を奨励するとともに、生徒が希望する進路の実現や上位級へ挑戦する意欲の醸成に繋げるために、放課後等の講習・補習を充実する。 生徒に自身の在り方・生き方を考えさせるとともに、希望する進路を確実に実現するために、３年間の系統的・組織的な進路指導により生徒一人一人を支援する。,https://www.metro.ed.jp/sibasyogyo-h/our_school/education.html
406620,葛飾商業,ビジネススキルを身につけるスリーステップ ／ Step1 ビジネスの基礎を学ぶ ／ Step2 基礎から専門性の修得へ ／ Step3 ビジネスの課題を見つけ探究する,１学年で簿記・情報処理・ビジネス文書・ビジネス計算・商業経済の３級にチャレンジしていきます。検定試験前には補習等を実施し全員合格を目指しています。 千葉商科大学商経学部との高大連携協定を活用し、ビジネスに関する学習の深化を図ります。,https://www.metro.ed.jp/katsushikasyogyo-h/our_school/feature.html
